	A_A	A_R	A_N	A_D	A_C	A_E	A_Q	A_G	A_H	A_I	A_L	A_K	A_M	A_F	A_P	A_S	A_T	A_W	A_Y	A_V	R_A	R_R	R_N	R_D	R_C	R_E	R_Q	R_G	R_H	R_I	R_L	R_K	R_M	R_F	R_P	R_S	R_T	R_W	R_Y	R_V	N_A	N_R	N_N	N_D	N_C	N_E	N_Q	N_G	N_H	N_I	N_L	N_K	N_M	N_F	N_P	N_S	N_T	N_W	N_Y	N_V	D_A	D_R	D_N	D_D	D_C	D_E	D_Q	D_G	D_H	D_I	D_L	D_K	D_M	D_F	D_P	D_S	D_T	D_W	D_Y	D_V	C_A	C_R	C_N	C_D	C_C	C_E	C_Q	C_G	C_H	C_I	C_L	C_K	C_M	C_F	C_P	C_S	C_T	C_W	C_Y	C_V	E_A	E_R	E_N	E_D	E_C	E_E	E_Q	E_G	E_H	E_I	E_L	E_K	E_M	E_F	E_P	E_S	E_T	E_W	E_Y	E_V	Q_A	Q_R	Q_N	Q_D	Q_C	Q_E	Q_Q	Q_G	Q_H	Q_I	Q_L	Q_K	Q_M	Q_F	Q_P	Q_S	Q_T	Q_W	Q_Y	Q_V	G_A	G_R	G_N	G_D	G_C	G_E	G_Q	G_G	G_H	G_I	G_L	G_K	G_M	G_F	G_P	G_S	G_T	G_W	G_Y	G_V	H_A	H_R	H_N	H_D	H_C	H_E	H_Q	H_G	H_H	H_I	H_L	H_K	H_M	H_F	H_P	H_S	H_T	H_W	H_Y	H_V	I_A	I_R	I_N	I_D	I_C	I_E	I_Q	I_G	I_H	I_I	I_L	I_K	I_M	I_F	I_P	I_S	I_T	I_W	I_Y	I_V	L_A	L_R	L_N	L_D	L_C	L_E	L_Q	L_G	L_H	L_I	L_L	L_K	L_M	L_F	L_P	L_S	L_T	L_W	L_Y	L_V	K_A	K_R	K_N	K_D	K_C	K_E	K_Q	K_G	K_H	K_I	K_L	K_K	K_M	K_F	K_P	K_S	K_T	K_W	K_Y	K_V	M_A	M_R	M_N	M_D	M_C	M_E	M_Q	M_G	M_H	M_I	M_L	M_K	M_M	M_F	M_P	M_S	M_T	M_W	M_Y	M_V	F_A	F_R	F_N	F_D	F_C	F_E	F_Q	F_G	F_H	F_I	F_L	F_K	F_M	F_F	F_P	F_S	F_T	F_W	F_Y	F_V	P_A	P_R	P_N	P_D	P_C	P_E	P_Q	P_G	P_H	P_I	P_L	P_K	P_M	P_F	P_P	P_S	P_T	P_W	P_Y	P_V	S_A	S_R	S_N	S_D	S_C	S_E	S_Q	S_G	S_H	S_I	S_L	S_K	S_M	S_F	S_P	S_S	S_T	S_W	S_Y	S_V	T_A	T_R	T_N	T_D	T_C	T_E	T_Q	T_G	T_H	T_I	T_L	T_K	T_M	T_F	T_P	T_S	T_T	T_W	T_Y	T_V	W_A	W_R	W_N	W_D	W_C	W_E	W_Q	W_G	W_H	W_I	W_L	W_K	W_M	W_F	W_P	W_S	W_T	W_W	W_Y	W_V	Y_A	Y_R	Y_N	Y_D	Y_C	Y_E	Y_Q	Y_G	Y_H	Y_I	Y_L	Y_K	Y_M	Y_F	Y_P	Y_S	Y_T	Y_W	Y_Y	Y_V	V_A	V_R	V_N	V_D	V_C	V_E	V_Q	V_G	V_H	V_I	V_L	V_K	V_M	V_F	V_P	V_S	V_T	V_W	V_Y	V_V
T_D	2	1	4	137	 	12	 	2	1	 	 	1	 	 	 	1	1	 	 	2	1	 	1	37	 	1	 	2	 	 	 	 	 	 	 	 	 	 	 	2	 	 	5	43	 	3	 	 	 	 	 	 	 	 	1	1	 	 	 	1	 	 	 	15	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	6	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	4	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	1	5	 	1	16	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	4	53	 	2	 	1	1	 	 	1	 	 	 	2	 	 	 	2	 	 	3	9	 	1	 	 	1	 	 	 	 	 	 	1	 	 	1	4	 	 	2	39	 	7	 	8	1	 	 	1	 	 	 	1	 	 	 	2	 	 	1	24	 	3	 	 	1	 	 	 	 	 	 	 	1	 	 	 	 	 	1	2	 	2	 	 	1	 	 	 	 	 	 	1	 	 	 	2	2	1	6	10	 	1	 	2	 	1	4	 	1	 	 	1	1	 	 	24	3	1	7	443	 	17	1	6	1	 	 	1	 	2	 	5	2	 	1	465	15	3	120	-1847	1	182	6	28	18	1	4	9	 	1	1	24	7	 	7	6	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	1	1	48	 	5	 	1	 	 	 	1	 	 	 	2	 	 	1	 
T_C	3	14	1	 	153	1	9	1	5	 	3	9	 	 	 	14	1	 	11	7	 	 	 	 	12	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	 	23	 	 	31	 	 	 	 	 	28	 	 	 	 	2	 	 	 	1	 	2	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	28	 	 	2	1	 	2	 	 	 	 	2	 	 	 	1	 	7	 	 	5	 	 	 	 	 	 	 	 	 	 	1	1	 	 	1	 	2	 	 	2	 	 	 	 	 	 	 	 	2	 	 	 	 	 	3	 	2	 	 	8	 	 	 	 	 	 	 	 	2	 	 	 	 	2	1	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	1	2	 	 	97	 	 	 	1	1	2	 	 	1	 	2	2	4	2	2	 	2	 	 	12	 	 	1	1	1	 	 	 	1	 	2	 	 	1	4	1	5	2	 	28	 	 	 	 	1	2	 	 	 	 	4	1	 	1	4	1	1	 	 	32	 	 	5	 	 	 	 	 	1	 	5	1	 	2	1	 	 	 	 	7	 	 	 	1	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 	23	 	 	 	 	1	 	 	 	2	 	 	 	 	 	17	2	14	1	1	252	2	2	 	1	 	 	2	 	1	 	12	1	 	1	480	8	136	13	1	-1950	1	7	16	38	3	8	5	1	19	1	210	37	7	94	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	1	2	 	 	60	 	1	2	1	 	2	3	 	1	 	11	1	 	7	1
T_E	4	4	1	11	 	248	10	3	1	 	1	6	 	 	3	1	1	 	 	6	1	 	1	3	 	49	5	 	1	 	 	2	 	 	 	 	1	 	 	5	1	 	2	3	 	55	3	 	 	 	 	3	 	 	 	 	4	 	 	2	 	 	1	2	 	10	2	 	 	 	 	1	 	 	 	 	 	 	 	2	 	 	 	 	 	15	 	 	 	 	 	 	 	 	 	 	 	 	 	2	5	1	2	1	 	11	1	 	1	3	 	2	 	 	 	3	1	 	 	2	 	 	 	2	 	9	1	 	 	 	 	1	 	 	 	1	 	 	 	2	 	 	 	1	 	14	2	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	 	1	 	7	 	 	 	 	 	1	 	 	 	 	 	 	 	7	 	1	 	5	 	94	3	1	1	 	 	2	 	 	 	 	 	1	 	4	1	 	 	2	 	19	1	 	 	 	 	 	 	 	 	1	 	 	 	6	1	 	1	4	 	80	5	3	1	 	 	2	 	 	1	 	 	 	 	3	2	 	 	1	 	53	3	1	 	 	 	1	1	 	 	 	 	 	 	5	 	 	 	 	 	6	 	 	 	 	1	 	 	 	 	 	 	 	 	8	6	 	1	1	 	48	1	2	 	1	 	1	 	 	 	 	 	 	 	25	9	1	4	22	 	450	7	6	12	 	1	5	1	1	1	2	3	 	1	456	39	18	28	170	 	-2450	123	31	7	5	9	90	11	1	5	16	15	 	2	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	5	2	 	 	 	 	 	 	 	 	 	 	 	 	9	2	1	1	6	 	81	3	1	 	 	 	3	 	 	 	1	1	 	 	2
T_Q	1	8	1	1	 	15	191	1	10	 	2	2	3	 	2	1	1	 	 	3	1	4	 	3	 	22	26	 	2	 	2	2	1	 	 	7	1	 	 	6	 	3	 	1	 	3	68	 	2	 	1	1	 	 	 	 	 	 	 	1	 	2	 	 	 	1	5	 	1	 	 	1	 	 	 	 	 	 	 	1	1	1	 	 	 	 	5	 	 	 	 	 	 	 	 	1	1	 	 	6	 	9	 	 	 	1	15	 	1	1	1	3	 	 	 	 	1	 	 	4	 	 	 	 	 	2	12	 	 	 	 	1	 	 	 	 	 	 	 	2	 	 	 	 	 	1	10	 	2	 	 	 	 	 	1	 	 	 	 	1	 	1	 	 	 	2	5	 	1	 	1	1	 	 	 	 	 	 	 	13	 	7	 	 	 	11	137	1	12	 	5	11	 	 	2	1	1	1	2	11	1	2	 	 	 	2	39	1	2	1	1	2	 	 	 	2	 	 	 	8	1	3	1	1	 	10	64	4	 	1	2	3	 	1	 	1	1	 	1	4	 	2	 	 	 	3	58	 	2	 	 	2	 	 	 	1	 	 	 	1	 	 	 	 	1	1	6	 	 	 	1	 	 	 	 	1	 	 	 	3	 	2	 	1	 	5	33	1	2	1	5	1	 	 	 	 	5	 	 	24	1	12	2	1	 	17	338	2	10	1	7	8	1	 	4	2	2	 	1	423	10	205	26	10	2	224	-2725	11	123	11	65	148	4	1	46	29	17	1	6	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	1	4	 	1	 	1	 	 	 	 	 	 	 	 	9	3	6	2	1	1	6	107	1	4	2	7	4	1	 	3	7	8	 	 	1
T_G	5	2	3	4	1	5	1	243	1	1	1	1	 	 	 	7	2	 	 	3	 	 	 	2	 	 	 	31	 	 	 	 	 	 	 	2	 	 	 	5	4	 	1	1	 	1	 	49	 	 	 	1	 	 	 	3	 	 	 	6	 	 	 	1	 	 	 	6	 	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	1	 	11	 	 	 	 	 	 	 	1	 	 	 	12	 	 	 	 	 	 	 	6	 	 	1	 	 	 	 	 	 	 	 	3	 	 	 	 	2	1	 	7	 	 	 	 	 	 	 	 	 	 	 	5	2	1	 	3	 	1	 	16	 	 	2	1	1	 	 	1	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	7	1	6	1	2	 	1	1	98	 	 	 	1	 	 	 	2	1	 	 	5	 	 	 	 	 	1	 	18	 	 	 	 	 	 	 	1	 	 	 	8	1	 	 	1	 	1	 	45	 	 	 	 	 	 	 	4	 	 	 	2	 	 	1	 	 	1	 	44	 	 	 	 	 	 	 	1	 	 	 	1	 	1	1	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	 	6	1	2	 	1	 	1	 	49	 	1	 	 	 	 	 	1	 	 	 	14	12	3	10	8	2	7	1	271	1	 	 	1	 	 	 	4	1	 	1	527	73	57	38	77	6	53	7	-2062	2	2	2	9	1	 	1	144	7	4	3	14	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	6	 	 	 	 	 	 	 	1	 	 	 	8	4	1	1	5	1	2	1	98	 	 	 	1	 	 	1	5	 	 	 	1
T_H	1	10	5	1	1	1	8	 	212	2	3	2	 	 	2	3	 	 	6	4	 	1	1	1	 	1	2	1	10	 	 	 	 	 	1	1	 	 	1	11	 	1	3	1	 	1	1	 	39	 	 	 	 	 	 	1	 	 	1	1	 	 	1	 	 	 	 	 	13	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	1	1	23	 	 	 	 	 	 	 	 	 	 	2	 	2	1	 	 	 	2	 	16	 	 	1	 	 	 	1	 	 	 	3	 	1	 	 	 	 	1	 	11	 	 	2	 	 	 	 	 	 	1	2	1	1	 	 	 	 	1	 	9	 	 	 	 	 	 	 	 	 	2	1	 	1	 	 	 	 	 	 	12	 	 	 	 	 	 	1	 	 	 	8	 	4	4	1	4	 	5	 	84	 	1	 	 	 	 	2	1	 	5	2	 	1	2	 	1	1	1	 	18	 	1	1	 	 	 	 	 	 	 	3	1	1	2	1	1	 	6	 	26	 	2	 	 	 	 	4	1	 	3	3	 	4	 	 	 	1	2	 	34	 	1	 	 	 	1	 	 	 	6	2	1	1	 	 	 	1	1	 	2	 	1	1	1	1	 	 	 	 	 	5	1	 	1	 	 	1	3	 	27	5	1	 	 	 	 	2	 	 	1	17	1	10	20	8	2	1	5	 	393	1	1	2	 	3	 	3	 	 	8	477	5	113	105	59	11	22	188	2	-2370	3	21	12	1	38	7	32	21	 	137	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	7	 	 	 	 	 	 	1	 	 	 	6	 	5	5	4	1	 	4	 	81	2	1	1	1	 	1	1	1	 	16	 
T_I	7	 	 	 	 	 	1	 	 	191	6	3	6	1	 	2	4	 	 	22	1	 	 	1	 	1	5	 	 	21	3	 	1	 	 	1	1	 	 	10	1	 	 	 	 	1	 	 	 	44	5	 	2	1	 	1	6	 	 	10	 	 	 	 	 	 	 	 	 	2	1	 	 	 	 	1	 	 	 	7	1	 	 	 	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 	5	 	1	 	 	 	 	 	 	 	7	1	1	 	 	 	 	1	 	 	4	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	4	 	 	 	 	 	1	2	 	 	3	 	 	 	 	 	 	 	 	 	1	1	 	1	 	 	 	1	 	 	6	 	 	 	 	 	 	 	 	 	122	3	 	4	1	 	 	4	 	 	21	 	 	 	 	 	 	 	 	 	22	3	 	 	2	1	1	 	 	 	16	1	 	 	1	 	1	 	 	1	29	3	 	 	9	 	 	2	 	 	15	 	 	 	 	 	 	 	 	 	75	1	 	2	 	 	1	1	 	 	15	 	 	 	 	 	 	1	 	 	3	1	 	1	1	 	 	4	 	 	4	 	 	 	 	 	 	 	 	 	20	1	1	1	1	 	 	1	 	 	18	2	1	3	1	 	1	1	1	1	197	16	2	6	2	2	3	10	 	 	356	13	4	9	2	1	8	2	4	3	-2717	225	5	67	21	5	19	151	1	1	879	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	8	2	1	 	 	 	 	 	 	 	94	10	1	10	1	 	1	5	 	 	20
T_L	1	6	 	 	1	1	2	1	2	6	284	 	5	8	3	1	1	 	 	14	2	3	 	 	 	2	2	 	 	2	43	 	1	2	 	 	3	 	 	8	 	 	 	 	 	 	 	 	 	5	65	1	1	1	 	1	4	 	1	4	 	 	 	 	 	 	 	 	 	1	4	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	24	 	 	 	 	 	 	 	 	3	 	1	 	 	 	 	 	 	 	1	14	 	 	 	 	2	 	 	 	7	 	1	 	 	 	 	1	 	 	1	18	1	1	2	 	 	 	 	 	4	 	 	 	 	1	 	 	 	 	1	11	 	 	1	2	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	6	 	3	 	 	 	 	 	 	11	1	1	 	 	 	 	1	 	1	9	150	 	1	3	 	1	 	 	1	21	 	1	 	 	 	 	1	 	1	3	40	 	1	 	 	 	 	 	 	9	4	1	 	 	 	2	3	 	1	7	42	 	4	10	 	 	3	 	1	10	1	 	 	 	 	 	1	 	 	4	120	 	8	2	1	 	1	 	 	12	 	 	 	 	 	 	 	 	 	1	5	 	 	 	 	1	 	 	 	4	 	 	 	 	 	 	1	 	1	1	29	 	 	 	1	 	 	 	 	24	2	2	1	1	 	2	3	1	2	12	306	2	10	8	1	2	5	 	2	424	6	50	2	3	11	10	52	2	22	214	-2718	8	80	119	20	13	14	7	26	247	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	3	 	1	 	 	 	 	 	 	13	2	1	 	 	 	 	1	 	1	4	84	 	7	4	3	1	1	 	 	10
T_K	1	11	4	1	 	4	1	 	 	 	1	182	1	 	 	1	4	 	 	7	2	2	2	 	 	5	4	 	 	 	 	51	 	 	 	1	1	 	 	8	1	6	2	1	 	2	2	 	 	1	9	85	2	 	 	1	1	 	 	4	 	2	 	 	 	 	 	 	 	 	 	17	 	 	 	1	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	5	 	3	1	 	 	2	 	 	 	 	 	25	1	 	 	1	1	 	 	4	 	2	1	1	 	1	 	 	 	 	3	8	 	 	 	 	1	 	 	4	 	1	 	 	 	 	 	 	 	 	 	20	 	 	 	 	 	 	 	1	 	3	 	 	 	1	 	 	 	 	 	5	 	 	 	 	 	 	 	6	 	12	1	 	 	2	1	1	1	 	1	126	1	 	 	 	1	 	 	6	 	3	1	 	 	2	 	1	 	 	 	20	 	 	 	1	 	 	 	6	1	3	3	1	 	13	3	1	 	1	 	98	1	 	 	1	2	1	 	3	 	5	1	 	 	2	2	 	 	 	1	77	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3	 	 	 	 	1	 	 	5	1	1	1	 	 	1	1	1	 	1	1	18	2	 	 	1	1	 	 	46	4	34	8	4	 	9	18	1	1	2	6	478	3	 	1	6	5	1	1	438	12	385	50	9	1	71	102	5	13	10	14	-2652	20	2	1	20	42	 	3	14	 	 	 	 	 	1	 	 	 	 	 	2	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	10	1	9	1	2	 	5	1	1	 	1	 	84	1	 	 	2	2	 	 	2
T_M	1	4	1	 	 	3	1	 	 	10	12	2	171	 	 	1	4	 	 	20	 	 	 	1	 	3	 	 	 	1	1	 	18	1	 	1	 	 	 	8	 	1	1	 	 	1	 	 	 	4	4	6	59	2	 	7	5	 	 	38	 	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	1	 	 	 	 	 	 	4	 	 	1	 	1	12	5	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	3	 	 	 	 	 	 	 	1	2	 	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	 	7	 	 	 	1	 	 	2	3	1	 	 	 	 	 	 	 	10	13	1	88	3	 	2	9	 	 	18	 	1	 	 	 	 	3	 	 	5	3	1	30	2	 	1	1	 	 	10	1	 	 	 	 	1	 	 	 	5	1	 	18	1	 	 	1	 	 	10	 	1	 	 	 	 	 	 	 	1	16	1	75	1	 	 	2	 	 	14	1	 	 	 	 	 	 	 	 	1	3	 	1	 	 	 	1	 	 	3	2	 	 	 	 	 	 	 	2	3	6	 	14	1	 	 	 	 	 	23	4	3	2	1	 	2	2	1	1	20	17	10	253	1	 	3	6	 	1	454	19	26	6	2	1	7	13	3	1	210	379	35	-2631	19	3	12	169	 	1	308	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	1	 	3	 	 	 	1	 	 	8	4	1	 	 	 	 	 	 	 	7	8	1	72	8	1	1	8	 	 	19
T_F	1	 	2	 	 	 	 	 	 	3	9	 	 	432	2	1	 	 	11	4	 	 	 	 	 	 	1	 	1	4	2	 	 	14	2	1	 	 	3	2	 	 	 	 	 	 	 	 	 	 	3	 	 	39	 	1	1	 	5	2	 	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	17	 	 	 	 	5	3	 	 	 	 	 	2	 	 	 	 	2	 	 	6	 	1	1	 	1	4	 	 	 	 	 	 	 	 	 	 	1	 	 	5	 	 	 	 	 	2	 	1	 	 	 	 	 	 	 	1	3	1	 	5	 	1	 	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	4	 	 	1	 	 	18	1	 	 	1	1	 	 	 	 	1	6	 	1	139	 	2	 	1	9	5	 	 	 	 	 	 	 	 	 	1	1	 	 	20	 	 	 	 	1	4	 	1	1	1	2	1	1	 	4	 	8	 	1	23	 	1	4	 	16	22	 	 	 	 	 	 	 	 	 	1	5	 	 	68	 	 	2	 	2	1	 	 	 	 	 	 	 	 	 	 	2	 	 	18	 	 	 	 	1	4	 	 	 	 	 	 	 	 	 	1	1	 	 	13	 	 	1	 	 	29	1	1	15	1	1	1	3	 	1	5	22	 	7	356	 	12	2	1	45	432	5	11	6	4	10	 	1	2	25	52	257	2	8	-2841	1	48	8	15	423	63	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	 	4	 	 	 	 	 	6	1	 	 	 	 	 	 	 	 	1	4	 	 	204	 	3	 	1	3	3
T_P	7	10	 	 	 	2	8	 	1	 	19	2	2	 	355	10	5	 	 	4	1	 	 	 	 	2	3	2	 	 	 	 	 	 	9	1	 	 	 	2	1	 	 	1	 	1	 	 	1	 	2	 	 	 	98	2	7	 	 	1	 	 	2	 	 	 	 	1	 	 	 	 	 	 	6	1	 	 	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	 	 	 	1	 	1	 	 	 	 	 	 	1	1	 	1	 	 	6	1	3	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	8	1	 	 	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	8	1	2	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	 	 	 	 	3	1	1	 	 	 	 	1	 	 	 	4	1	 	 	71	4	 	 	 	5	2	 	 	 	 	 	 	 	 	 	3	 	 	 	20	1	 	 	 	11	1	 	 	1	 	2	1	1	1	 	4	 	 	1	54	2	 	 	 	9	 	1	 	 	 	 	 	 	1	 	1	 	 	 	92	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	 	4	1	 	 	 	 	 	2	 	 	1	 	1	 	 	108	 	 	 	 	16	11	1	3	1	1	4	1	1	16	 	11	1	1	 	449	12	1	 	4	332	96	33	73	2	2	25	49	14	22	1	64	14	3	7	-2299	94	15	 	12	10	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	9	6	1	 	 	 	 	2	 	1	 	10	 	 	 	111	4	1	 	 	1
T_S	16	6	11	 	4	1	1	3	1	1	2	4	 	 	1	160	14	 	1	5	4	1	2	1	 	 	 	1	 	 	 	 	 	1	3	29	2	 	 	6	2	1	3	1	1	2	 	1	 	 	 	1	 	1	 	58	9	 	 	4	 	 	1	1	 	 	 	1	 	 	1	1	 	1	 	4	1	 	 	1	 	 	3	 	 	 	 	1	 	 	 	 	 	 	 	14	1	 	 	3	1	1	1	 	 	 	 	 	 	 	 	 	 	1	 	15	1	 	 	2	7	 	1	 	 	 	1	1	 	1	 	 	 	 	 	6	2	 	 	2	1	1	1	 	 	 	 	 	 	 	 	1	 	1	 	14	1	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	9	3	 	 	11	6	3	4	2	1	2	4	2	1	1	1	2	 	1	 	104	9	 	 	7	7	1	1	 	 	 	 	1	 	 	2	 	1	 	 	19	2	 	 	6	10	1	2	2	4	1	1	1	1	 	 	1	 	1	1	66	5	 	2	4	2	1	2	 	 	 	 	1	 	 	 	1	 	 	 	55	2	 	 	2	1	1	 	 	 	 	3	 	 	 	 	4	 	 	 	7	1	 	 	3	2	 	1	 	 	 	 	 	 	1	 	 	 	 	1	13	2	 	 	27	11	5	12	2	3	2	1	3	2	1	1	4	 	2	2	371	16	 	2	379	271	27	149	15	37	9	13	72	12	19	18	22	5	22	30	-2642	319	 	9	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	2	 	 	 	14	5	1	4	1	1	 	1	1	1	 	 	8	 	 	 	79	7	 	 	1
T_T	9	1	9	1	1	6	1	1	 	8	2	2	5	 	1	20	174	 	 	17	1	1	 	3	 	1	1	 	 	1	 	2	 	1	 	7	30	 	 	12	4	1	3	1	 	1	 	 	 	1	1	2	4	 	1	2	73	1	 	4	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	2	14	 	 	3	 	 	1	1	 	 	 	 	 	1	 	 	 	 	 	 	10	 	 	3	 	3	2	 	 	 	 	 	 	1	 	3	 	 	 	2	16	 	 	2	 	 	 	 	 	 	 	 	1	1	 	2	 	 	 	7	13	 	 	2	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	10	 	 	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	8	 	 	9	6	2	2	1	 	3	 	1	1	5	1	3	2	 	 	9	91	 	 	4	2	1	1	 	 	1	 	 	 	2	 	3	1	1	2	8	21	 	 	10	1	1	1	2	 	1	 	 	 	2	 	1	 	1	 	7	34	3	 	5	3	2	1	 	 	 	 	 	 	3	1	2	3	 	1	3	70	 	 	3	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	2	4	 	 	6	3	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	24	 	 	31	8	3	6	1	 	3	1	 	 	7	4	4	4	1	1	22	274	 	 	442	170	35	53	12	6	15	16	6	16	106	14	43	56	13	7	318	-2562	3	3	62	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	8	3	2	4	 	 	4	1	1	2	4	1	3	1	 	1	7	85	 	 	8
T_W	 	1	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	247	 	1	 	1	 	 	 	 	2	 	 	 	1	 	 	 	 	 	 	20	 	6	 	1	 	 	5	 	 	 	 	 	 	 	 	1	 	1	 	104	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	18	 	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	10	 	2	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	14	 	2	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	76	 	1	 	1	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	17	 	6	 	 	 	1	 	 	4	 	 	 	1	 	 	 	 	 	 	39	 	2	 	1	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	44	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	 	3	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	23	 	30	 	4	 	1	7	1	 	 	1	 	2	1	 	1	 	1	1	202	1	458	1	61	1	 	42	2	3	14	3	1	8	1	1	13	 	2	3	-1514	6	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	3	 	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	69	 	 
